Wake-up Time (Hour),Exercise,Meditation,Breakfast,Screen Time Before Work (min),Productivity Score
9.06,Yes,No,Yes,95.2,5.2
5.88,No,No,Yes,110.7,6.4
8.43,Yes,No,No,10.2,7.9
8.81,No,No,No,3.4,5.7
4.72,No,Yes,Yes,73.7,7.6
4.74,No,No,No,94.2,5.9
5.04,Yes,Yes,Yes,91.5,8.7
4.58,No,Yes,Yes,84.1,7.9
8.57,No,Yes,No,52.1,5.5
7.23,Yes,No,No,73.8,6.9
7.36,No,No,No,35.7,6.3
7.9,Yes,No,No,49.0,6.7
8.94,Yes,Yes,Yes,57.9,7.5
8.11,No,No,Yes,102.6,4.7
5.07,No,Yes,Yes,101.1,7.0
5.08,Yes,No,Yes,19.1,9.7
5.52,No,No,Yes,101.6,6.2
8.46,No,Yes,No,58.7,6.3
6.24,No,Yes,No,101.0,6.7
7.74,No,No,Yes,51.9,6.0
5.11,No,No,Yes,61.7,7.7
5.68,No,Yes,Yes,86.7,7.8
5.52,No,Yes,Yes,56.5,8.2
7.68,Yes,Yes,Yes,69.1,7.9
4.58,No,No,Yes,108.0,6.6
5.37,Yes,Yes,No,49.6,10.0
9.0,Yes,Yes,Yes,19.0,7.9
6.47,No,Yes,No,55.2,7.2
4.61,No,No,No,16.9,7.6
5.91,No,Yes,No,91.7,7.3
8.98,No,No,No,109.1,3.3
5.03,Yes,No,Yes,52.6,9.0
6.17,No,No,No,70.2,6.3
9.1,No,Yes,No,90.7,4.4
7.53,Yes,No,Yes,11.3,8.3
4.7,Yes,Yes,No,110.4,8.4
8.58,Yes,Yes,Yes,7.4,8.3
6.79,Yes,Yes,No,52.8,8.4
5.45,No,Yes,No,79.3,7.7
4.55,Yes,No,No,0.7,9.2
5.32,No,No,No,59.3,6.7
8.95,Yes,No,Yes,1.1,7.4
5.26,No,Yes,Yes,5.6,9.1
6.01,Yes,Yes,No,29.4,8.8
7.13,Yes,Yes,Yes,94.9,7.3
9.25,No,No,Yes,17.8,5.9
7.72,No,Yes,No,68.1,5.6
9.2,No,Yes,No,77.3,4.0
4.75,Yes,Yes,Yes,73.1,9.1
7.16,Yes,No,Yes,62.0,6.5
4.77,No,No,No,108.0,6.0
9.48,Yes,No,Yes,36.3,6.6
6.77,Yes,Yes,Yes,26.7,9.7
5.38,No,Yes,No,83.5,7.7
5.92,Yes,No,No,50.4,8.5
8.36,Yes,Yes,Yes,70.7,8.0
9.35,Yes,Yes,No,69.6,6.2
9.32,No,No,Yes,2.6,6.0
9.33,Yes,No,No,40.7,5.8
8.31,Yes,Yes,No,103.9,6.6
5.64,No,No,No,51.7,7.1
5.44,Yes,No,No,81.6,7.8
4.68,Yes,Yes,Yes,80.2,9.5
8.48,No,No,No,108.6,4.4
5.95,No,No,Yes,104.4,6.6
6.62,Yes,No,No,85.3,7.6
9.26,Yes,No,Yes,39.0,5.8
5.74,Yes,No,No,105.9,7.1
7.83,No,No,Yes,93.8,4.7
6.02,No,Yes,No,53.8,7.8
8.67,Yes,Yes,No,57.6,6.8
5.62,Yes,No,No,92.7,6.9
5.87,Yes,Yes,No,48.3,9.4
8.08,No,No,No,78.5,5.1
5.39,No,No,No,70.5,7.0
7.55,Yes,Yes,Yes,73.4,8.0
9.08,Yes,No,Yes,1.3,6.9
6.78,Yes,No,Yes,102.3,7.7
9.2,No,Yes,Yes,53.7,5.6
6.25,Yes,Yes,No,51.8,9.1
8.23,Yes,Yes,Yes,2.5,9.2
8.59,Yes,No,Yes,65.7,6.1
7.26,No,Yes,No,90.5,5.0
4.92,No,No,No,52.5,6.6
9.42,No,No,No,65.1,4.1
5.89,No,Yes,No,38.6,8.3
6.87,No,Yes,No,62.1,7.5
4.95,No,Yes,No,93.2,7.3
6.14,No,Yes,Yes,49.1,8.3
6.99,No,Yes,Yes,119.5,6.2
7.04,Yes,Yes,Yes,4.8,9.7
7.55,No,Yes,Yes,69.6,6.5
8.4,Yes,No,No,69.8,6.9
9.49,No,Yes,No,70.6,4.7
8.06,No,Yes,No,92.9,5.4
5.68,No,No,Yes,105.0,6.0
7.83,No,No,Yes,31.9,6.2
9.2,Yes,Yes,Yes,28.9,7.1
7.71,No,No,Yes,39.3,6.4
4.81,No,No,No,102.9,6.2
9.43,Yes,No,Yes,112.4,4.5
8.23,Yes,Yes,No,16.1,8.1
7.26,Yes,Yes,Yes,25.3,8.1
9.37,No,No,No,26.6,4.9
6.67,Yes,No,No,7.2,8.6
8.77,Yes,No,Yes,87.9,4.7
6.06,No,Yes,No,14.0,8.7
7.07,Yes,Yes,No,89.0,6.8
8.27,No,No,Yes,105.8,4.5
6.23,Yes,Yes,No,116.4,7.4
6.52,Yes,Yes,No,58.8,8.5
8.39,Yes,No,No,104.9,5.7
5.77,Yes,Yes,Yes,51.3,9.6
5.3,Yes,No,No,56.8,8.7
8.44,No,No,No,105.2,4.6
8.98,No,No,Yes,9.2,6.0
6.48,Yes,Yes,No,110.6,7.6
9.48,Yes,No,Yes,92.3,5.1
6.33,Yes,Yes,Yes,23.5,9.6
9.03,No,Yes,Yes,109.5,3.9
5.73,No,No,Yes,30.6,7.5
6.44,No,No,No,70.5,6.1
7.22,Yes,No,Yes,40.6,7.8
6.23,No,Yes,No,10.3,7.8
6.84,Yes,No,Yes,18.7,8.6
8.19,Yes,Yes,Yes,3.3,8.6
8.85,Yes,No,Yes,80.6,5.3
7.56,Yes,Yes,Yes,56.8,7.9
6.49,No,Yes,No,39.5,8.2
8.75,No,No,No,95.7,3.8
7.99,Yes,No,No,90.1,5.6
7.67,No,Yes,No,88.7,6.2
8.71,No,No,Yes,113.5,3.5
4.53,Yes,No,Yes,1.3,9.7
6.76,No,Yes,No,48.0,7.5
8.78,No,No,Yes,108.3,3.5
6.73,Yes,Yes,Yes,91.3,8.0
5.82,Yes,No,No,15.7,8.6
7.69,Yes,No,No,114.5,5.9
8.42,No,No,No,87.3,4.6
6.12,Yes,No,No,101.6,6.8
4.55,No,No,Yes,95.1,6.3
4.55,Yes,No,Yes,96.6,7.9
9.07,Yes,No,No,64.9,5.0
6.03,No,Yes,No,95.6,6.2
4.97,Yes,Yes,No,56.8,9.1
5.22,No,Yes,No,60.9,7.6
7.95,Yes,No,No,71.3,6.0
9.21,No,No,Yes,74.5,4.6
5.73,Yes,No,No,88.7,7.4
6.42,No,No,No,78.9,5.4
8.18,Yes,No,No,5.1,7.7
4.99,Yes,Yes,No,116.6,8.4
8.94,No,No,No,31.1,5.0
5.47,Yes,No,No,49.6,8.5
4.65,No,Yes,No,34.9,8.2
8.38,No,Yes,Yes,78.2,5.9
7.65,Yes,Yes,No,54.1,7.2
5.04,No,Yes,Yes,65.6,8.3
8.63,No,No,Yes,15.3,5.4
7.55,No,No,No,81.1,5.0
8.14,No,Yes,No,78.2,5.9
8.12,No,Yes,No,119.2,5.3
7.07,Yes,No,No,104.2,6.1
7.56,No,No,No,9.5,6.5
8.04,Yes,No,Yes,93.1,6.3
5.98,Yes,No,No,91.2,7.4
5.97,Yes,Yes,No,1.1,10.0
9.13,Yes,Yes,No,116.3,5.0
9.0,No,No,No,94.5,2.9
6.54,No,Yes,No,40.5,7.7
7.92,No,No,Yes,72.3,6.0
9.19,No,Yes,No,51.3,5.7
8.99,No,No,Yes,8.2,5.4
6.1,Yes,Yes,No,52.1,8.7
6.99,Yes,No,Yes,79.9,7.7
9.2,Yes,Yes,No,74.1,6.3
5.1,No,Yes,Yes,49.0,8.5
6.01,No,Yes,Yes,76.5,7.7
7.67,No,Yes,No,25.8,7.2
6.43,No,No,Yes,64.3,6.8
6.24,No,No,No,35.3,6.7
5.57,Yes,No,No,34.1,8.1
6.1,No,No,No,115.4,5.2
8.44,Yes,No,No,5.4,7.8
7.62,Yes,No,No,22.9,7.3
8.72,Yes,No,Yes,7.2,7.2
9.39,No,No,Yes,96.9,3.6
8.05,No,No,No,91.6,4.8
8.6,Yes,No,No,108.4,3.7
8.48,No,No,Yes,30.3,5.9
6.51,Yes,No,No,98.4,6.7
4.52,No,No,No,13.2,7.6
4.92,Yes,No,No,101.5,7.6
5.71,No,No,Yes,62.8,6.9
5.91,Yes,Yes,Yes,61.9,9.2
9.13,No,No,Yes,51.5,5.2
9.46,Yes,Yes,Yes,63.2,6.4
5.76,Yes,Yes,Yes,94.2,8.8
8.16,No,No,Yes,15.0,6.5
5.61,Yes,No,Yes,45.6,9.1
7.81,No,No,Yes,0.8,6.6
5.62,Yes,Yes,No,32.6,8.9
8.25,No,No,Yes,94.5,5.1
4.95,Yes,Yes,Yes,106.8,8.8
8.71,Yes,Yes,No,64.8,6.1
6.5,Yes,No,No,111.6,6.3
7.43,Yes,Yes,No,82.6,7.2
7.34,No,No,Yes,26.0,6.1
7.09,Yes,Yes,Yes,65.7,7.4
5.23,Yes,Yes,No,65.6,8.5
7.87,No,Yes,Yes,46.9,7.2
7.0,No,Yes,Yes,87.1,7.3
8.3,No,No,Yes,72.9,5.6
8.45,Yes,No,Yes,113.9,5.9
4.93,No,Yes,Yes,43.1,8.9
7.07,No,No,No,87.7,4.2
6.82,No,No,No,108.2,5.0
4.66,No,No,No,52.0,7.1
6.77,No,No,Yes,55.2,7.0
5.77,No,Yes,No,90.2,6.9
7.78,Yes,No,No,99.4,6.0
6.3,No,No,Yes,14.7,7.4
8.82,Yes,No,No,102.9,4.2
7.18,No,No,Yes,77.8,5.6
7.72,Yes,No,No,92.4,5.4
5.52,Yes,No,Yes,1.4,9.2
6.11,No,Yes,No,75.4,7.4
5.76,No,No,No,16.1,7.4
9.35,No,No,Yes,65.9,4.1
8.7,No,No,Yes,47.4,5.2
5.8,Yes,Yes,No,47.2,9.8
7.37,Yes,Yes,Yes,26.6,8.9
8.41,No,Yes,Yes,54.0,6.8
8.01,No,Yes,Yes,102.2,5.9
6.2,No,Yes,Yes,21.3,8.5
8.5,Yes,No,No,85.8,5.3
7.62,No,No,No,107.8,3.9
7.63,Yes,Yes,No,92.7,7.1
8.66,Yes,Yes,Yes,37.5,7.5
6.81,Yes,Yes,Yes,71.7,8.3
4.89,No,Yes,No,74.2,7.1
4.83,Yes,Yes,Yes,54.9,9.4
5.66,Yes,Yes,No,47.9,9.3
7.56,Yes,No,Yes,9.7,8.1
9.17,No,Yes,No,34.7,5.9
5.61,Yes,No,Yes,108.4,7.7
5.23,Yes,No,Yes,30.9,9.0
7.0,Yes,Yes,Yes,44.9,8.9
7.75,No,No,No,50.7,5.3
4.97,Yes,No,No,26.4,9.0
6.66,Yes,No,No,5.0,8.0
7.44,Yes,No,Yes,22.4,7.7
8.52,No,No,Yes,38.5,5.0
8.11,No,Yes,No,52.0,6.7
6.55,No,No,No,60.5,6.7
7.81,No,No,No,108.6,3.9
6.92,No,Yes,No,109.0,6.6
4.99,Yes,Yes,Yes,108.3,8.7
5.76,No,Yes,Yes,2.7,9.5
9.39,Yes,Yes,Yes,13.4,7.9
5.09,Yes,Yes,No,28.8,9.9
7.06,Yes,No,No,7.0,7.9
5.16,Yes,No,No,8.7,9.2
7.46,No,Yes,Yes,64.9,6.4
9.33,Yes,No,No,28.9,6.2
5.12,Yes,Yes,Yes,56.1,10.0
5.78,Yes,Yes,No,68.5,9.1
7.7,No,No,Yes,0.4,6.7
5.89,Yes,No,Yes,11.2,9.2
9.34,No,No,No,80.2,3.6
9.44,No,Yes,Yes,18.4,6.6
4.78,No,No,No,86.0,5.8
5.2,No,No,Yes,19.2,8.5
7.92,Yes,No,Yes,78.7,6.4
7.6,Yes,No,Yes,49.2,7.2
5.15,No,Yes,No,22.9,8.8
7.65,No,No,Yes,50.2,5.9
7.95,No,No,Yes,88.8,5.2
9.35,No,Yes,No,114.7,4.2
7.22,Yes,No,No,61.4,6.3
9.0,Yes,No,No,93.6,4.4
6.29,Yes,No,No,28.0,8.2
6.32,Yes,No,Yes,67.3,7.6
4.98,Yes,Yes,Yes,107.0,8.4
9.48,Yes,No,No,87.3,4.2
9.36,No,Yes,Yes,97.0,4.5
4.57,No,No,Yes,2.5,8.6
4.61,No,Yes,Yes,119.2,7.1
5.28,No,No,No,64.8,6.2
8.33,No,Yes,No,70.2,6.2
7.24,Yes,No,Yes,110.6,6.6
4.89,No,Yes,Yes,14.5,9.4
5.69,Yes,Yes,No,92.4,8.6
8.42,Yes,No,No,32.9,6.9
6.96,No,No,No,20.1,7.0
7.05,No,No,Yes,63.8,6.0
7.09,No,No,No,27.7,6.1
8.49,No,No,No,38.3,5.8
5.23,Yes,Yes,Yes,41.0,10.0
8.01,Yes,No,No,102.5,5.8
7.31,No,No,Yes,49.9,5.5
6.61,No,Yes,No,94.9,7.0
4.76,Yes,No,Yes,63.3,7.9
9.0,No,Yes,Yes,59.6,5.2
6.58,Yes,Yes,No,80.9,7.4
7.76,Yes,No,Yes,116.5,6.5
8.73,No,Yes,No,102.6,4.2
6.53,Yes,No,Yes,98.2,6.6
9.24,Yes,No,No,0.5,7.0
6.14,No,Yes,Yes,83.7,7.1
8.35,Yes,Yes,Yes,96.5,6.6
5.5,No,Yes,No,7.8,8.8
8.92,Yes,Yes,No,30.3,7.3
7.12,No,Yes,No,44.8,6.5
4.9,No,No,No,53.4,7.2
4.65,No,No,No,70.3,6.6
9.14,Yes,No,No,34.4,5.7
6.28,Yes,Yes,No,88.4,8.4
9.11,Yes,No,No,51.7,5.4
8.07,No,Yes,No,64.1,6.3
8.42,No,Yes,No,111.6,5.5
4.84,Yes,Yes,Yes,24.6,10.0
6.33,Yes,No,Yes,5.3,9.1
5.56,No,No,Yes,20.8,8.1
7.43,Yes,No,Yes,28.8,8.1
6.87,No,No,Yes,102.9,6.3
4.96,No,No,No,11.5,7.7
7.44,Yes,No,No,51.1,6.7
4.51,Yes,Yes,No,116.2,7.5
5.69,Yes,Yes,No,28.2,9.9
8.85,Yes,Yes,Yes,80.7,6.9
6.67,Yes,No,No,68.8,8.0
6.75,No,No,Yes,101.7,5.7
6.36,No,No,Yes,19.8,7.3
7.78,No,Yes,No,61.3,6.0
6.37,No,No,No,118.5,5.4
6.44,Yes,Yes,Yes,109.7,8.4
6.45,Yes,Yes,No,81.6,7.9
9.4,Yes,Yes,No,54.4,6.6
6.51,Yes,Yes,No,77.2,8.5
8.26,No,No,Yes,52.5,6.0
4.94,Yes,No,No,59.4,8.6
6.19,No,Yes,Yes,63.8,7.6
4.82,No,No,No,60.7,6.8
4.53,No,Yes,No,11.5,8.5
7.21,No,No,No,35.3,5.5
8.85,No,No,No,17.4,4.9
9.26,No,No,No,75.0,4.0
6.66,Yes,No,Yes,2.4,9.4
5.05,Yes,Yes,No,55.5,9.1
6.81,Yes,Yes,No,97.3,7.9
4.86,Yes,Yes,No,41.9,10.0
6.77,Yes,No,Yes,75.9,7.3
6.81,No,No,No,65.4,6.6
6.33,Yes,Yes,No,117.6,6.9
5.21,No,No,Yes,54.4,6.9
6.73,Yes,No,No,118.6,6.6
5.1,No,No,No,56.8,6.6
8.97,Yes,No,Yes,21.8,6.7
7.07,Yes,Yes,Yes,99.6,7.3
7.14,Yes,No,No,48.3,6.8
9.36,Yes,No,No,74.4,5.2
5.66,Yes,No,Yes,1.7,9.8
8.41,No,Yes,No,83.4,6.0
6.64,Yes,Yes,Yes,34.4,9.2
9.39,No,No,Yes,119.2,3.4
6.16,Yes,Yes,No,26.8,8.9
4.79,No,Yes,No,86.2,6.9
7.22,No,No,No,116.9,4.3
6.96,Yes,No,No,93.2,7.3
5.52,No,Yes,No,103.1,7.2
5.91,Yes,No,No,111.2,6.8
9.37,Yes,No,Yes,10.3,6.6
9.47,No,Yes,No,58.6,5.3
9.34,Yes,Yes,No,94.0,5.0
7.72,No,Yes,No,21.7,7.3
6.13,No,Yes,No,68.0,6.6
6.31,Yes,No,Yes,49.0,8.3
6.4,Yes,Yes,Yes,93.9,9.0
8.48,Yes,No,No,48.9,6.9
5.89,Yes,No,Yes,36.4,8.5
5.42,Yes,No,No,7.6,9.7
7.43,No,Yes,Yes,100.9,6.2
7.03,No,Yes,No,8.1,7.0
4.72,Yes,No,No,37.1,8.0
5.83,No,Yes,Yes,119.3,6.6
7.93,Yes,Yes,No,103.1,6.5
5.49,No,No,Yes,39.6,7.8
6.34,No,No,Yes,80.7,6.1
8.0,Yes,Yes,No,41.7,8.1
5.69,No,No,No,100.3,6.1
5.67,No,No,Yes,117.0,6.2
6.76,No,Yes,No,18.9,7.8
6.65,No,No,No,49.0,6.7
5.46,Yes,Yes,Yes,98.6,8.9
7.63,Yes,No,Yes,37.0,7.2
7.47,No,Yes,No,39.9,6.8
5.23,No,Yes,Yes,37.2,8.5
7.08,No,Yes,No,60.8,6.0
9.23,Yes,Yes,Yes,41.1,7.5
6.39,No,No,No,89.6,6.0
8.33,Yes,No,No,4.1,8.1
7.85,No,No,No,91.2,5.1
6.66,Yes,Yes,No,8.1,9.2
7.43,Yes,Yes,No,37.2,8.1
9.0,Yes,No,No,9.6,6.8
6.11,Yes,No,No,35.8,8.2
8.66,No,No,Yes,39.6,5.1
5.19,No,No,No,56.3,7.3
5.29,No,Yes,Yes,113.7,7.7
5.4,Yes,No,Yes,25.6,9.2
7.72,No,No,No,21.4,6.3
6.0,Yes,Yes,Yes,16.2,10.0
6.36,Yes,Yes,No,102.2,8.0
7.34,Yes,Yes,Yes,40.9,8.7
7.59,No,No,No,82.0,4.7
8.85,No,No,No,19.5,5.3
6.21,Yes,No,No,15.0,8.4
8.58,No,No,No,51.7,4.4
6.04,No,No,Yes,25.1,7.4
7.53,No,No,Yes,78.8,5.4
9.44,No,No,No,82.9,4.0
5.09,Yes,No,Yes,7.4,9.1
7.13,No,Yes,Yes,62.3,7.0
9.36,Yes,Yes,Yes,105.4,5.4
5.38,Yes,No,No,65.4,7.6
8.06,No,Yes,No,87.9,5.4
8.95,Yes,No,Yes,62.4,5.4
5.72,No,Yes,No,12.0,8.5
5.96,Yes,No,No,5.5,8.8
6.04,No,No,No,68.8,6.0
5.91,Yes,Yes,Yes,33.0,10.0
4.7,Yes,Yes,Yes,4.4,10.0
7.99,Yes,Yes,No,108.9,6.8
6.04,Yes,No,No,60.8,7.6
5.43,No,Yes,Yes,78.7,8.0
5.7,No,No,Yes,52.1,7.1
8.88,Yes,No,Yes,58.6,5.2
7.88,No,No,Yes,25.8,7.0
7.17,Yes,Yes,Yes,34.7,8.8
6.04,Yes,No,No,118.6,6.7
4.86,Yes,Yes,Yes,41.8,9.8
6.28,No,Yes,No,31.6,7.7
6.05,No,Yes,Yes,24.9,8.1
9.31,No,No,Yes,18.5,5.8
6.64,Yes,No,No,45.3,7.8
7.93,No,No,Yes,56.1,5.4
9.09,No,No,No,117.6,2.8
7.57,Yes,No,No,54.0,6.1
6.78,No,No,Yes,98.2,5.5
7.41,Yes,No,No,105.7,5.1
8.36,Yes,No,Yes,30.6,7.3
6.46,Yes,Yes,No,104.9,7.6
9.27,Yes,Yes,No,13.6,7.8
5.39,No,No,Yes,17.4,8.1
4.75,Yes,Yes,No,78.6,8.2
9.29,Yes,No,No,51.2,5.9
7.16,No,Yes,No,45.0,6.2
7.06,Yes,Yes,No,52.7,7.2
7.04,No,No,Yes,7.0,6.5
9.24,Yes,Yes,Yes,65.1,6.1
8.19,No,No,No,90.0,4.8
8.16,Yes,No,No,10.6,7.3
6.2,Yes,Yes,No,113.1,7.2
6.89,No,No,Yes,7.5,8.0
4.89,Yes,Yes,Yes,21.0,10.0
8.73,No,No,Yes,15.8,5.0
6.48,No,Yes,Yes,117.5,6.0
8.26,No,Yes,Yes,37.5,7.0
6.8,Yes,No,Yes,31.8,8.8
8.31,Yes,No,Yes,61.9,6.9
5.7,No,No,Yes,73.7,7.1
4.73,No,Yes,Yes,72.9,8.2
8.54,No,No,Yes,66.3,3.9
7.68,Yes,Yes,No,89.9,7.2
5.99,Yes,No,Yes,26.8,9.1
9.25,No,Yes,No,73.0,4.8
7.62,Yes,No,No,71.6,6.2
6.65,Yes,Yes,No,2.2,9.8
9.33,Yes,Yes,Yes,11.5,7.5
7.35,Yes,No,No,71.1,6.5
7.47,No,No,Yes,109.5,4.7
5.63,No,Yes,Yes,19.4,9.3
4.71,Yes,No,Yes,15.5,9.3
5.71,No,Yes,Yes,20.0,9.4
6.16,Yes,No,No,69.4,7.5
6.18,No,Yes,No,119.7,6.5
4.6,No,Yes,Yes,65.2,8.4
8.45,No,No,No,116.7,4.2
7.11,No,Yes,Yes,62.3,6.6
7.68,No,Yes,No,112.0,5.6
8.81,Yes,No,Yes,62.3,5.8
6.73,No,Yes,Yes,9.8,9.2
4.74,Yes,Yes,No,83.6,8.8
8.04,Yes,Yes,No,51.5,7.6
7.83,No,No,No,63.8,4.7
9.26,Yes,Yes,No,95.1,5.8
6.86,No,Yes,No,73.4,6.9
4.87,No,Yes,Yes,65.4,8.5
8.13,No,No,Yes,29.9,6.8
7.37,No,Yes,Yes,72.8,6.7
9.15,No,Yes,Yes,93.0,4.8
8.81,Yes,Yes,Yes,58.7,6.9
5.93,Yes,No,No,3.3,8.9
5.34,Yes,No,No,23.3,9.2
8.32,No,No,Yes,38.4,6.7
7.73,Yes,No,Yes,54.7,7.0
5.66,No,No,No,46.4,7.1
7.14,No,Yes,Yes,91.4,6.3
7.39,No,No,Yes,115.4,4.5
9.01,No,No,Yes,98.5,3.9
7.77,Yes,No,Yes,10.2,7.9
7.32,No,Yes,Yes,39.6,7.3
9.04,No,No,Yes,54.9,5.1
7.46,No,No,Yes,19.3,6.3
8.08,No,Yes,Yes,6.0,7.5
6.67,Yes,No,Yes,90.0,7.0
5.76,Yes,No,No,44.1,8.2
7.54,No,No,Yes,7.5,6.7
6.57,No,No,No,40.1,6.7
6.23,No,No,No,50.0,6.8
5.31,Yes,Yes,Yes,74.3,9.4
7.26,Yes,Yes,No,57.3,8.2
7.65,No,No,Yes,104.9,4.3
7.15,No,Yes,Yes,25.8,7.3
8.23,Yes,Yes,Yes,49.5,8.2
5.95,Yes,No,No,45.9,8.4
5.08,No,No,Yes,11.1,8.4
7.23,No,Yes,Yes,51.6,6.7
8.45,Yes,Yes,No,106.8,6.6
5.7,No,Yes,No,37.8,8.4
7.74,Yes,No,Yes,73.4,6.5
6.72,No,Yes,No,76.0,7.3
5.94,No,Yes,No,92.4,7.2
6.78,No,Yes,No,113.8,6.2
7.38,No,No,Yes,20.7,6.1
8.5,Yes,Yes,No,18.9,7.4
5.75,No,Yes,No,70.9,7.9
8.15,Yes,No,Yes,99.8,6.2
4.7,Yes,No,No,8.3,8.7
7.4,Yes,No,No,100.8,5.1
8.07,Yes,No,Yes,111.6,6.1
5.65,No,Yes,Yes,1.8,9.3
8.79,No,Yes,Yes,56.0,5.9
8.4,Yes,No,No,77.1,6.8
9.23,Yes,No,Yes,98.9,5.3
5.02,Yes,Yes,Yes,32.6,9.6
5.23,Yes,Yes,No,108.2,7.7
8.6,Yes,No,Yes,96.4,5.8
9.38,No,Yes,No,49.2,5.4
6.0,Yes,No,Yes,96.8,8.0
5.88,Yes,No,Yes,61.0,9.0
5.83,No,No,Yes,112.4,6.5
8.15,No,Yes,Yes,94.4,5.8
5.45,No,No,Yes,104.0,6.6
5.57,No,No,No,73.8,6.4
5.29,Yes,Yes,Yes,63.8,9.1
7.45,Yes,No,Yes,5.6,7.8
4.65,No,Yes,Yes,15.1,8.7
8.52,No,Yes,Yes,52.7,5.2
5.99,No,Yes,No,95.8,6.6
6.52,Yes,No,No,66.6,7.3
6.48,No,No,Yes,1.2,8.1
8.06,Yes,No,Yes,75.5,6.6
6.44,Yes,No,No,84.1,6.6
7.72,No,Yes,Yes,82.5,6.6
8.72,Yes,No,No,21.0,6.3
8.12,Yes,Yes,Yes,97.7,7.6
5.65,Yes,Yes,Yes,30.8,10.0
5.6,No,Yes,No,103.7,7.2
7.49,Yes,Yes,Yes,0.9,8.5
8.34,Yes,No,Yes,26.7,8.1
7.96,Yes,Yes,No,26.1,8.8
9.28,No,Yes,No,15.1,6.1
8.83,No,Yes,Yes,70.1,5.4
6.03,No,No,No,28.6,6.9
5.58,No,No,No,58.0,7.2
8.7,No,Yes,Yes,113.0,4.4
8.56,Yes,Yes,Yes,110.7,5.8
4.7,No,Yes,No,17.7,8.8
8.77,No,Yes,No,55.8,4.7
5.75,No,No,No,52.4,7.0
5.36,Yes,Yes,No,91.7,8.0
7.9,No,Yes,Yes,35.2,7.3
7.83,Yes,Yes,Yes,112.1,6.7
7.73,No,Yes,No,35.2,6.3
5.46,Yes,Yes,No,50.9,9.4
8.87,Yes,Yes,Yes,37.1,7.2
6.28,Yes,No,No,117.6,6.3
4.83,No,No,Yes,32.5,7.7
6.71,No,Yes,Yes,74.3,7.4
8.75,No,No,No,11.2,4.6
7.02,No,No,Yes,7.2,6.7
8.98,No,Yes,Yes,29.0,6.1
4.72,Yes,No,Yes,66.8,8.4
7.59,No,Yes,Yes,108.0,5.6
8.17,Yes,No,No,60.2,6.6
5.14,No,No,Yes,68.4,7.1
7.09,No,Yes,Yes,105.5,5.9
6.78,Yes,No,No,61.8,7.9
7.75,Yes,No,Yes,33.3,7.7
7.7,No,Yes,Yes,70.2,5.9
6.19,No,Yes,No,51.3,7.6
6.22,No,No,No,109.6,4.9
4.78,No,Yes,Yes,57.9,8.6
4.55,Yes,Yes,Yes,49.5,9.5
6.01,No,Yes,No,59.8,7.1
8.68,No,Yes,No,104.7,3.6
5.88,No,No,Yes,71.4,6.9
8.72,No,No,Yes,86.0,3.6
7.62,Yes,No,Yes,13.6,7.5
5.37,No,No,Yes,74.0,7.0
5.38,No,No,No,118.8,5.4
4.99,Yes,No,No,14.5,9.5
7.36,No,No,No,113.9,4.1
6.68,No,No,Yes,60.0,6.9
6.34,No,No,Yes,103.7,5.4
6.7,Yes,No,No,61.3,7.3
6.64,No,Yes,No,58.1,7.6
8.19,Yes,Yes,Yes,41.0,8.5
5.48,Yes,No,Yes,37.7,9.3
8.39,No,No,Yes,102.1,4.6
7.47,No,Yes,No,34.0,6.8
5.21,Yes,No,Yes,80.1,8.5
5.2,No,No,Yes,94.0,7.0
8.76,No,No,Yes,90.2,4.1
6.61,No,Yes,No,87.7,6.9
8.48,Yes,Yes,No,53.9,7.2
6.42,Yes,No,Yes,2.1,9.5
7.21,Yes,Yes,Yes,1.2,9.1
6.52,No,No,No,111.8,4.7
7.92,Yes,No,No,102.1,5.5
7.16,No,Yes,No,5.2,7.0
8.69,Yes,Yes,Yes,13.7,8.3
7.77,No,Yes,No,34.5,6.3
8.28,Yes,No,Yes,82.9,6.1
8.31,No,No,Yes,77.0,5.9
7.44,Yes,No,No,36.5,6.6
8.11,Yes,No,Yes,84.9,6.0
4.89,Yes,Yes,Yes,109.4,8.1
6.57,Yes,Yes,No,85.7,8.2
6.26,Yes,No,No,117.7,5.7
7.08,Yes,No,Yes,18.1,7.8
8.16,Yes,No,No,55.3,6.7
7.65,Yes,Yes,No,71.6,7.0
6.7,Yes,No,No,53.5,7.6
5.31,Yes,Yes,No,30.2,9.5
8.04,No,Yes,No,49.9,7.1
7.85,Yes,No,Yes,103.7,6.5
8.66,No,Yes,No,119.0,4.1
7.21,Yes,Yes,Yes,31.1,8.2
7.46,No,Yes,Yes,44.7,7.4
8.77,Yes,Yes,No,71.9,5.8
6.27,No,No,No,12.3,7.3
6.01,No,No,Yes,79.3,6.2
6.66,No,No,Yes,6.3,8.4
7.04,No,Yes,No,2.9,7.8
8.36,Yes,No,No,84.1,6.0
8.33,No,No,Yes,68.7,6.0
5.88,No,No,No,29.1,7.8
7.63,Yes,Yes,No,0.2,8.3
4.52,Yes,No,Yes,33.8,9.7
7.09,Yes,No,Yes,66.4,6.5
8.58,Yes,Yes,No,12.8,6.9
7.1,No,No,Yes,69.3,5.8
5.67,Yes,No,Yes,35.2,9.5
5.59,Yes,No,No,118.3,7.2
